election_type,year,state,constituency,code,candidate,gender,party,votes,position,elected
house,2019,Lagos,BADAGRY,FC/231/LA,MOTALANI ADEBOLA .M,F,A,45,8,0
house,2019,Lagos,BADAGRY,FC/231/LA,IBRAHIM OLISA,M,MPM,34,9,0
house,2019,Lagos,BADAGRY,FC/231/LA,OLADAPO TAIWO .S,M,DPC,15,10,0
house,2019,Lagos,BADAGRY,FC/231/LA,OLUFOWOSE OMOLOLA .M,F,CAP,9,11,0
house,2019,Lagos,BADAGRY,FC/231/LA,OJO OLUWABUNMI .E,F,DA,2,12,0
house,2019,Lagos,EPE,FC/232/LA,TASIR RAJI .O,M,APC,18327,1,1
house,2019,Lagos,EPE,FC/232/LA,OYEBOLAJI AYODEJI .A,M,PDP,13318,2,0
house,2019,Lagos,EPE,FC/232/LA,JACKSON IVIANHO,M,ADP,61,3,0
house,2019,Lagos,EPE,FC/232/LA,ADENIJI OLUKAYODE,M,PPN,58,4,0
house,2019,Lagos,EPE,FC/232/LA,DAKO OLAWALE .I,M,AD,49,5,0
house,2019,Lagos,EPE,FC/232/LA,RAIMI OLUKOYA .T,M,ADC,42,6,0
house,2019,Lagos,EPE,FC/232/LA,MUSHAFAU OLUFEYISAN,M,MPN,14,7,0
house,2019,Lagos,EPE,FC/232/LA,RASHED AREH.O,M,ANP,10,8,0
house,2019,Lagos,EPE,FC/232/LA,ADEGBOLA OLAIDE .H,M,DPC,6,9,0
house,2019,Lagos,EPE,FC/232/LA,MURUPHDEEN ABDULRAHMAN,M,A,1,10,0
house,2019,Lagos,ETI OSA,FC/234/LA,OBANIKORO IBRAHIM BABAJIDE,M,APC,22250,1,1
house,2019,Lagos,ETI OSA,FC/234/LA,ANTHONY AKALA BAKARE,M,PDP,18767,2,0
house,2019,Lagos,ETI OSA,FC/234/LA,WELLINGTON OLUBANKOLE,M,MDP,7130,3,0
house,2019,Lagos,ETI OSA,FC/234/LA,FERDINAND LADI ADIMEFE,M,ANN,582,4,0
house,2019,Lagos,ETI OSA,FC/234/LA,MOSEBOLATAN ABIODUN,M,ADC,451,5,0
house,2019,Lagos,ETI OSA,FC/234/LA,AWOKOYA OLUKAYODE BABATUNDE,M,ANRP,367,6,0
house,2019,Lagos,ETI OSA,FC/234/LA,OBOH ERNEST OSEZUA,M,ADP,247,7,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,AAC,201,8,0
house,2019,Lagos,ETI OSA,FC/234/LA,OWOLABI THERESA CHARITY,F,SDP,189,9,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,NFD,180,10,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,PPC,178,11,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,YPP,142,12,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,MPN,132,13,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,PPN,115,14,0
house,2019,Lagos,ETI OSA,FC/234/LA,HASSAN OLADOTUN,M,AD,102,15,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,APDA,61,16,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,ANP,60,17,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,APGA,53,18,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,DPP,48,19,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,ACPN,39,20,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,YDP,37,21,0
house,2019,Lagos,ETI OSA,FC/234/LA,ADENIJI ADEYOSOLA,M,PPM,37,22,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,LM,21,23,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,NPN,19,24,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,KP,19,25,0
house,2019,Lagos,ETI OSA,FC/234/LA,OBI QUEEN ADAEZE,F,DA,18,26,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,YP,18,27,0
house,2019,Lagos,ETI OSA,FC/234/LA,ADEJIMI MOSHOOD OLAOSEBIKAN,M,YES,16,28,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,UPP,15,29,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,ZLP,14,30,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,GPN,14,31,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,APM,13,32,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,FRESH,13,33,0
house,2019,Lagos,ETI OSA,FC/234/LA,ALEBIOSU MOPE ALEBIOSU,F,PT,9,34,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,UDP,6,35,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,DA,6,36,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,ASD,4,37,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,NDPA,2,38,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,PND,2,39,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,AO,1,40,0
house,2019,Lagos,ETI OSA,FC/234/LA,,,ACCORD,1,41,0
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,BALOGUN ADEBAYO .O,M,APC,10673,1,1
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,OLOWU ABIOLA .O,M,A,7732,2,0
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,AKOREDE WASIU .E,M,PDP,5907,3,0
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,EKANEM IDARA .S,F,ADC,176,4,0
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,OLUWASEUN JAIYEOLA .S,M,AD,89,5,0
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,SHOKUNLE OLADIMEJI .A,M,PPN,64,6,0
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,IGE JOSEPH .O,M,ADP,52,7,0
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,ISMAIL BADMUS .D,M,ANP,10,8,0
house,2019,Lagos,IBEJU LEKKI,FC/233/LA,OLANIYI OLUFEMI .O,M,SDP,7,9,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,OWOLABI ADISA,M,APC,34204,1,1
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,FATIMOH MOHAMMED .A,F,PDP,18271,2,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,TIMI OLORUNSAYE,M,ADC,290,3,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,AKINTOLA TOLULOPE .O,M,AD,178,4,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,CHUKWUKA IFEANYI,M,PPN,147,5,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,AYIND OLARENWAJU,M,YPP,119,6,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,ADEBOLA ABASS .L,M,A,92,7,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,ADEBAYO AYORINDE,M,ADP,80,8,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,EMMANUEL ADEAGBO,M,PPC,68,9,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,ADEJUMO OLADAPO .D,M,ACPN,38,10,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,AJAYI YOMI ODUNTAN,M,DPC,27,11,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,FAKOJO OLUFUNKE .A,F,MPN,20,12,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,DUDUYEMI ONIRETI ADEBAYO,M,PT,15,13,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,ROFIU BILIKIS .A,M,CAP,12,14,0
house,2019,Lagos,IFAKO-IJAYE,FC/229/LA,OGUNMUYIWA KOLAWOLE .S,M,AD,9,15,0
house,2019,Lagos,IKEJA,FC/236/LA,JAMES ABIODUN .F,M,APC,25195,1,1
house,2019,Lagos,IKEJA,FC/236/LA,MUTIU OLAKUNLE,M,PDP,21373,2,0
house,2019,Lagos,IKEJA,FC/236/LA,ODOEMENAM CALLISTUS,M,ADC,456,3,0
house,2019,Lagos,IKEJA,FC/236/LA,ADESIGBIN OLUDOLAPO,M,FRESH,436,4,0
house,2019,Lagos,IKEJA,FC/236/LA,ADE-ADEDEJI ADEYERA,M,AAC,378,5,0
house,2019,Lagos,IKEJA,FC/236/LA,BABALOLA TEMITOPE WASIU,M,AD,118,6,0
house,2019,Lagos,IKEJA,FC/236/LA,LAWALSON ADEBAYO,M,PPN,112,7,0
house,2019,Lagos,IKEJA,FC/236/LA,AROWOSAYE ISIAKA .A,M,ADP,85,8,0
house,2019,Lagos,IKEJA,FC/236/LA,OLURANTI ODIMAYO,M,PPC,74,9,0
house,2019,Lagos,IKEJA,FC/236/LA,OHIERO MOJISOLA,F,SDP,70,10,0
house,2019,Lagos,IKEJA,FC/236/LA,UDEH CHUKWUMA,M,PT,65,11,0
house,2019,Lagos,IKEJA,FC/236/LA,OKUNOLA FAREEDAH .O,F,ASD,39,12,0
house,2019,Lagos,IKEJA,FC/236/LA,ORAJIUKA AZUBUIKE,M,ANP,34,13,0
house,2019,Lagos,IKEJA,FC/236/LA,TEMITOPE OLOWOLAFE,M,MPN,33,14,0
house,2019,Lagos,IKEJA,FC/236/LA,OLUSOJI MOJISOLA,F,A,32,15,0
house,2019,Lagos,IKEJA,FC/236/LA,OKEKE CHIZOBA .A,F,GPN,8,16,0
house,2019,Lagos,IKEJA,FC/236/LA,EZE EMEKA,M,DPC,6,17,0
house,2019,Lagos,IKEJA,FC/236/LA,IBIKUNLE COMFORT .A,F,CAP,5,18,0
house,2019,Lagos,IKEJA,FC/236/LA,OBIAKOR ROSE .C,F,DA,4,19,0
house,2019,Lagos,IKORODU,FC/237/LA,BENSON BABAJIMI .A,M,APC,42563,1,1
house,2019,Lagos,IKORODU,FC/237/LA,DISU RAMOTA .O,F,PDP,19825,2,0
house,2019,Lagos,IKORODU,FC/237/LA,ARINZE CHRIS .E,M,ADC,360,3,0
house,2019,Lagos,IKORODU,FC/237/LA,KOMINA OLUWAKEMI,F,YPP,208,4,0
house,2019,Lagos,IKORODU,FC/237/LA,BAKARE AHMED .T,M,AD,180,5,0
house,2019,Lagos,IKORODU,FC/237/LA,INIMFON OSIKOYA,M,SDP,68,6,0
house,2019,Lagos,IKORODU,FC/237/LA,EZEOBI NGOZI. E,F,A,47,7,0
house,2019,Lagos,IKORODU,FC/237/LA,OGUNSANMI EMMANUEL,M,MPN,24,8,0
house,2019,Lagos,IKORODU,FC/237/LA,IJAOLA ODUNAYO .O,F,CAP,11,9,0
house,2019,Lagos,IKORODU,FC/237/LA,OLAYIWOLA ADAM,M,PPN,11,10,0
house,2019,Lagos,IKORODU,FC/237/LA,AREMU BETTY,F,PT,10,11,0
house,2019,Lagos,KOSOFE,FC/249/LA,AGUNSOYE OLUWAROTIMI .O,M,APC,41593,1,1
house,2019,Lagos,KOSOFE,FC/249/LA,OLUSHOLAS SHERIFAT .H,F,PDP,28087,2,0
house,2019,Lagos,KOSOFE,FC/249/LA,OLAYIEOLA ABISOYE,M,ADC,619,3,0
house,2019,Lagos,KOSOFE,FC/249/LA,IDOWU SHOLA .I,M,AD,177,4,0
house,2019,Lagos,KOSOFE,FC/249/LA,AJALA OLUGBENGA,M,A,142,5,0
house,2019,Lagos,KOSOFE,FC/249/LA,TOKUNBOH AKINBIYI,M,KP,138,6,0
house,2019,Lagos,KOSOFE,FC/249/LA,OSUN YINKA,M,PPN,130,7,0
house,2019,Lagos,KOSOFE,FC/249/LA,ADEDOKUN ADENIKE,F,MPN,36,8,0
house,2019,Lagos,KOSOFE,FC/249/LA,ABIYE ODELEKE,F,PT,24,9,0
house,2019,Lagos,LAGOS ISLAND I,FC/238/LA,ENITAN DOLAPO,M,APC,15245,1,1
house,2019,Lagos,LAGOS ISLAND I,FC/238/LA,VIOLET OLAITAN,F,PDP,3258,2,0
house,2019,Lagos,LAGOS ISLAND I,FC/238/LA,ADELE LATEEF,M,AD,125,3,0
house,2019,Lagos,LAGOS ISLAND I,FC/238/LA,BALOGUN OLAJIDE,M,ADC,41,4,0
house,2019,Lagos,LAGOS ISLAND I,FC/238/LA,RAJI RICHARD,M,PPN,37,5,0
house,2019,Lagos,LAGOS ISLAND I,FC/238/LA,OLUTAYO MARY .A,F,MPN,4,6,0
house,2019,Lagos,LAGOS ISLAND II,FC/239/LA,AKIOLU MOSHOOD .K,M,APC,12988,1,1
house,2019,Lagos,LAGOS ISLAND II,FC/239/LA,ADAMOH FANIYAN .O,M,PDP,4345,2,0
house,2019,Lagos,LAGOS ISLAND II,FC/239/LA,ADETUNJI MUSTAPHA .O,M,ADC,50,3,0
house,2019,Lagos,LAGOS ISLAND II,FC/239/LA,ADEWUYI OLUWAKEMI .K,F,ADC,44,4,0
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,JIMOH ABDULRAHEEM,M,APC,22073,1,1
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,TAJUDEEN JAIYEOLA,M,PDP,16834,2,0
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,BALOGUN SHOBOWALE,M,AD,88,3,0
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,OGUNOLA AKINWUNMI,M,PPN,45,4,0
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,OGB,F,A,40,5,0
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,AKANDE OLUWATOSIN,F,YES,31,6,0
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,KAYODE TIMI,M,SDP,24,7,0
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,OLORUNDA OGUNSEMOPE,F,MPN,21,8,0
house,2019,Lagos,LAGOS MAINLAND,FC/240/LA,OLAIDE OMOLARA,M,CAP,5,9,0
house,2019,Lagos,MUSHIN I,FC/241/LA,ALLI ADEYEMI,M,APC,14221,1,1
house,2019,Lagos,MUSHIN I,FC/241/LA,AKINSANYA TAOREED,M,A,6763,2,0
house,2019,Lagos,MUSHIN I,FC/241/LA,OLUDAYO BAMIDELE,M,PDP,3289,3,0
house,2019,Lagos,MUSHIN I,FC/241/LA,ADEBOWALE ADEMOSU,M,ADC,110,4,0
house,2019,Lagos,MUSHIN I,FC/241/LA,AIYEWOLO ADEOLA,M,AD,58,5,0
house,2019,Lagos,MUSHIN I,FC/241/LA,SANUSI MADINA,F,ANRP,53,6,0
house,2019,Lagos,MUSHIN I,FC/241/LA,SINAT OMODELE,F,PPC,21,7,0
house,2019,Lagos,MUSHIN I,FC/241/LA,OLULETI BUKKY,F,CAP,2,8,0
house,2019,Lagos,MUSHIN I,FC/241/LA,AKINSANWO DORCAS,F,DA,1,9,0
house,2019,Lagos,MUSHIN II,,BOLAJIO YUSUF,M,APC,20383,1,1
house,2019,Lagos,MUSHIN II,,JUDE OBIEKWE,M,PDP,11185,2,0
house,2019,Lagos,MUSHIN II,,AYODELE ADELUOLA,M,A,9590,3,0
house,2019,Lagos,MUSHIN II,,OLUREMI ADEYELU,M,ADC,1027,4,0
house,2019,Lagos,MUSHIN II,,ETTU IZUAGBE,M,ANRP,269,5,0
house,2019,Lagos,MUSHIN II,,OLUDEJI ADEWALE,M,AD,149,6,0
house,2019,Lagos,MUSHIN II,,JIMOH YUSUF,M,ADP,97,7,0
house,2019,Lagos,MUSHIN II,,FOLARIN OPEYEMI,M,YPP,75,8,0
house,2019,Lagos,MUSHIN II,,ADEBAKIN ADEMOLA,F,KP,74,9,0
house,2019,Lagos,MUSHIN II,,KASUMU OLADAPO,M,SDP,55,10,0
house,2019,Lagos,MUSHIN II,,SHOREMEKUN O.,M,PPC,44,11,0
house,2019,Lagos,MUSHIN II,,NOAH TAIWO,M,YDP,27,12,0
house,2019,Lagos,MUSHIN II,,CHARLES MABEL,F,DA,7,13,0
house,2019,Lagos,MUSHIN II,,ADEJUMO PAUL,M,MPN,7,14,0
house,2019,Lagos,MUSHIN II,,ARIORI OJUOLAPE,F,PT,4,15,0
house,2019,Lagos,MUSHIN II,,OLUWADARE MUJIDAT,M,CAP,0,16,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,DAWODU BASHIRU AYINLA,M,APC,14353,1,1
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,MUTIU SHADIMU ALAO,M,PDP,10121,2,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,ADETUNJI AKINTUNDE WAHEED,M,LM,102,3,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,DR BAMIGBOYE AHMED O,F,YPP,69,4,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,ADELEYE KELVIN O,M,AD,62,5,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,ABAYOMI ABOYARIN,M,ADP,62,6,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,ABIODUN OLADIPUPO JOHN,M,ADC,50,7,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,OGUH EMEKA I,M,PPC,21,8,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,AJIBOLA OLUWAROTIMI,M,A,19,9,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,EFFIONG ANIEKAN ASUQUO,M,NFD,17,10,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,ADAMS MARIAM ADESHINA,F,MPN,12,11,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,OLATUNJI OLANDE TAWAKALIT,F,DA,4,12,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,OSHODE OLUWATOYIN,F,PT,1,13,0
house,2019,Lagos,OSHODI ISOLO I,FC/246/LA,EGBEYEMI DORIS JOY,F,CAP,0,14,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,GANIYU ABIODUN JOHNSON,M,APC,21484,1,1
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,EMMANUEL UGOCHUKWU NNODIM,M,PDP,16817,2,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,FREDERICK AMOBI CHIJOKE,M,APGA,806,3,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,IKEAGWU MADU LEO,M,ADC,220,4,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,UDEAGU EMEKA ISAAC,M,AD,213,5,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,ADIELE CHIMAOBI,M,UPP,69,6,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,ITUWE AUSTINE,M,PPC,50,7,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,MURSKET OLOLADE,M,PT,47,8,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,GBADEBO LAWAL AKEEM,M,A,24,9,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,BOBOLA OMOTOYE,M,MPN,9,10,0
house,2019,Lagos,OSHODI ISOLO II,FC/247/LA,OLAYODE` ABOSEDE,F,CAP,1,11,0
house,2019,Lagos,SHOMOLU,FC/248/LA,KUYE ADEMORIN ALIU,M,APC,28722,1,1
house,2019,Lagos,SHOMOLU,FC/248/LA,OLOWU OLUWASEYI,M,PDP,25202,2,0
house,2019,Lagos,SHOMOLU,FC/248/LA,ISHOLA OLATUNDE ABRAHAM,M,AAC,308,3,0
house,2019,Lagos,SHOMOLU,FC/248/LA,ADELEKE RAHMAN ADESOLA,M,ADC,163,4,0
house,2019,Lagos,SHOMOLU,FC/248/LA,ADENIJI BABATUNDE ADEOLA,M,PPN,107,5,0
house,2019,Lagos,SHOMOLU,FC/248/LA,SUNDAY OLUDOTUN O.,M,MPN,25,6,0
house,2019,Lagos,SHOMOLU,FC/248/LA,OLAWALE SUNDAY MICHAEL,M,ID,7,7,0
house,2019,Lagos,SHOMOLU,FC/248/LA,ABIODUN ADEWALE,M,DPC,3,8,0
house,2019,Lagos,SHOMOLU,FC/248/LA,AZEEZ AFOLASHADE ABOSEDE,F,CAP,2,9,0
house,2019,Lagos,SHOMOLU,FC/248/LA,OKONGWU EJIKE AUSTIN,M,GPN,0,10,0
house,2019,Lagos,SURULERE I,FC/250/LA,FEMI GBAJAMBIAMILA,M,APC,14617,1,1
house,2019,Lagos,SURULERE I,FC/250/LA,ADEWARA MICHAEL .D,M,PDP,8085,2,0
house,2019,Lagos,SURULERE I,FC/250/LA,FOLAMI ABIOLA .A,F,AD,97,3,0
house,2019,Lagos,SURULERE I,FC/250/LA,ORIYOMI BARBARA .O,F,ADC,71,4,0
house,2019,Lagos,SURULERE I,FC/250/LA,OLAQWOYIN AKEEM,M,A,58,5,0
house,2019,Lagos,SURULERE I,FC/250/LA,ADEMOLA OSHINAYA .R,M,ANP,36,6,0
house,2019,Lagos,SURULERE I,FC/250/LA,BADMUS ABIODUN .A,F,PPN,29,7,0
house,2019,Lagos,SURULERE I,FC/250/LA,OLATUNJI FAHIM .R,M,MPN,24,8,0
house,2019,Lagos,SURULERE I,FC/250/LA,ADAM OLAYINKA .O,M,AD,6,9,0
house,2019,Lagos,SURULERE I,FC/250/LA,ROBINSON EMILIA,F,DA,1,10,0
house,2019,Lagos,SURULERE II,FC/251/LA,OLATUNJI ABIOLA,M,PDP,19950,1,0
house,2019,Lagos,SURULERE II,FC/251/LA,LANRE OKUNLOLA,M,APC,17910,2,1
house,2019,Lagos,SURULERE II,FC/251/LA,FERGUSON CHIOMA,F,ANP,628,3,0
house,2019,Lagos,SURULERE II,FC/251/LA,ALAMINA ADEFOWOKE,F,ADC,417,4,0
house,2019,Lagos,SURULERE II,FC/251/LA,GBOLAHAN LAWANSON,M,SDP,376,5,0
house,2019,Lagos,SURULERE II,FC/251/LA,OLUWOLE AUGUSTINE,M,YPP,271,6,0
house,2019,Lagos,SURULERE II,FC/251/LA,TAIWO IBIRONKE,M,AAC,247,7,0
house,2019,Lagos,SURULERE II,FC/251/LA,OLUTAYO OLUMIDE,M,ANN,224,8,0
house,2019,Lagos,SURULERE II,FC/251/LA,NWOGU ASUMPTA,F,GBN,11,9,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,ABDULKARIM USMAN,M,PDP,57322,1,1
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,DR. MUHAMMED ABDULLAHI YAU,M,APC,40848,2,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,MAKPA MALLA,M,APGA,22434,3,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,,,ADC,4429,4,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,ALIYU AGNES ASHEUSTLA,M,NNPP,3937,5,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,BAKYU EMMANUEL,M,LP,2804,6,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,SHUKI GODWIN BISHARA,M,SDP,506,7,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,SOLOMON SUNDAY AKU,M,ADP,150,8,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,OMBAGADO BALA JOHN,M,PT,120,9,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,ADAMU YAHAYA BABANGATA,M,KP,22,10,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,MAISAJE KINGSLEY,M,PRP,15,11,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,MUH'D FATIMA LADAN,F,DA,14,12,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,ANJUBU DANJUMA ESHA,M,JMPP,12,13,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,JAMES EMMANUEL RAIN,M,NCP,7,14,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,AZIZI DAVID,M,RBNP,5,15,0
house,2019,Nasarawa,AKWANGA/NASSARAWA/EGGON/WAMBA,FC/252/NW,UMARU SADAMU MUH'D,M,GPN,0,16,0
house,2019,Nasarawa,AWE/DOMA/KEANA,FC/253/NW,HASSAN ABUBAKAR NALARABA,M,APC,41535,1,1
house,2019,Nasarawa,AWE/DOMA/KEANA,FC/253/NW,ABUBAKAR IDRIS GANI,M,PDP,30410,2,0
house,2019,Nasarawa,AWE/DOMA/KEANA,FC/253/NW,EMMANUEL ABARI,M,ZLP,14606,3,0
house,2019,Nasarawa,AWE/DOMA/KEANA,FC/253/NW,OMAKU ASAMU ISAAC,M,APGA,337,4,0
house,2019,Nasarawa,AWE/DOMA/KEANA,FC/253/NW,IBRAHIM IDRIS JIBRIN,M,SDP,30,5,0
house,2019,Nasarawa,AWE/DOMA/KEANA,FC/253/NW,JIBRIN ALIYU,M,PT,21,6,0
house,2019,Nasarawa,AWE/DOMA/KEANA,FC/253/NW,LIMAN UMAR ABUBAKAR,M,DA,13,7,0
house,2019,Nasarawa,AWE/DOMA/KEANA,FC/253/NW,SHITU MOHAMMED SHEHU,M,PRP,6,8,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,GAZA JONATHAN GBEFWI,M,PDP,92282,1,1
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,JACOB OKARI OWA,M,APC,59661,2,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,EMMANUEL BAKO,M,SDP,3723,3,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,TANKO ZUBAIRU ABDULKADIR,M,PPN,582,4,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,ABUBAKAR YUSUF DANLAMI,M,PPA,133,5,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,KANO MOHAMMED ALI,M,DA,54,6,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,HON AKOLO HARUNA FIDELIS,M,NFD,53,7,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,SHUAIBU SALISU ABDULRAZAK,F,LP,31,8,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,BUHARI DANLAMI BARAU,M,PRP,20,9,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,HASSAN MICHAH ELANG,M,APM,13,10,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,DOUGLAS DADA,M,PT,11,11,0
house,2019,Nasarawa,KEFFI/KARU/KOKONA,FC/254/NW,ADAMU AISHA UMAR,M,GPN,5,12,0
house,2019,Nasarawa,LAFIA OBI,FC/255/NW,ABUBAKAR SARKI DAHIRU,M,APC,61992,1,1
house,2019,Nasarawa,LAFIA OBI,FC/255/NW,DR. JOSEPH HARUNA KIGBU,M,PDP,52392,2,0
house,2019,Nasarawa,LAFIA OBI,FC/255/NW,HON. ELISHA AGWADU,M,APGA,19239,3,0
house,2019,Nasarawa,LAFIA OBI,FC/255/NW,ALIYU GAMBO,M,ZLP,2043,4,0
house,2019,Nasarawa,LAFIA OBI,FC/255/NW,ADAGADZU SIMON JOSEPH,M,SDP,479,5,0
house,2019,Nasarawa,LAFIA OBI,FC/255/NW,UMAR YUKUBU YUNUSA,M,PPN,85,6,0
house,2019,Nasarawa,LAFIA OBI,FC/255/NW,SULEIMAN YUSUF KYA-SHULLU,M,AGA,79,7,0
house,2019,Nasarawa,LAFIA OBI,FC/255/NW,ANTHONY AKIKA,M,PT,38,8,0
